image_id,filename,image_description,expected_moods,scene_type,model_name,poem_id,poem_title,poem_author,retrieval_score,retrieval_extra,semantic_fit,emotional_fit,overall_resonance,rationale
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,track_2_blip_caption,8941,Satires of Circumstance in Fifteen Glimpses VIII: In the Study,Thomas Hardy,0.7997894287109375,"Consensus caption: sitting, table, book, restaurant",2,3,2,"The poem depicts a social interaction between two people in an interior setting, while the image shows a solitary figure alone at a table. Though both involve indoor scenes and introspection, the poem's narrative of dialogue and human encounter contrasts sharply with the image's emphasis on isolation. The emotional tones partially align—both convey melancholy and quiet dignity—but the semantic mismatch (solitude vs. interaction) undermines overall resonance."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,track_3_clip_sbert_mood,4446,The Illiterate,William Meredith,0.2950814962387085,"Expanded mood query: something that feels overwhelmingly lonely and deeply mysterious, somewhat melancholic, with hints of contemplative and desolate, with themes of isolation, absence, solitude, distance, waiting, uncertainty, shadows, strangeness, fear, mystery, sadness, memory, loss, longing, grief",2,4,3,"The poem's literal content (an illiterate man with an unread letter) doesn't directly match the image's visible elements (solitary person in a restaurant/bar setting). However, the poem's emotional landscape of isolation, uncertainty, longing, and mysterious absence aligns strongly with the image's melancholic, introspective mood. The pairing works on an emotional and thematic level despite limited semantic overlap."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,track_4_handcrafted_cv,3462,From “The Invention of Influence”,Peter Cole,0.25220950692892075,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply mysterious, somewhat desolate, with hints of lonely and melancholic, with themes of dream, distortion, unreality, hallucination, otherworldly, uncertainty, shadows, strangeness, fear, mystery, abandonment, emptiness, ruins, decay, silence; warm=0.498, brightness=0.208, contrast=0.959, edge_density=0.002",2,3,2,"The poem discusses Freud's concept of cryptomnesia and hidden memory channels, which has minimal connection to the image's visible content of a solitary person in a restaurant booth. While the poem's themes of uncertainty and hidden depths align somewhat with the introspective mood, the semantic mismatch is significant—the poem is philosophical and abstract rather than grounded in the concrete scene. The emotional resonance is moderate, as both convey a sense of isolation and internal complexity, but the pairing feels intellectually disconnected from the image's visual narrative."
10,10_person_alone.jpg,Person alone,"solitary, introspective, distant",dominant_subject,rerank_retrieve,1374,Blind Date,Jay Leeming,0.848807968485264,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,2,4,3,"The poem describes a dinner date between two people, while the image shows a solitary figure alone in an empty restaurant—a significant semantic mismatch. However, the emotional tones align well: both convey loneliness, introspection, and isolation despite (or because of) the social setting. The pairing creates an interesting tension between the poem's interpersonal narrative and the image's visual solitude, but the disconnect between content and image limits overall resonance."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,track_1_clip_semantic,869,Bonsai at the Potter's Stall,Kay Mullen,0.2675902843475342,,4,3,3,"The poem shares strong semantic overlap with the image: both feature fresh flowers/plants in a vase/pot positioned near a window with natural light, miniature oranges, and delicate botanical subjects. However, the poem's tone is more melancholic and introspective (about stunted growth and arrested development) rather than matching the image's hopeful, tender, and romantic mood suggested by the bright sunlit composition and vibrant fresh flowers."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,track_2_blip_caption,2107,Confession of a Bird Watcher,Chard DeNiord,0.674201488494873,"Consensus caption: window, vase, flowers, flowers sitting",2,1,1,"While the poem mentions windows, birds, and flowers, it focuses on bird deaths and tragic collision with glass—a dark, morbid theme entirely absent from the bright, hopeful image of fresh flowers in sunlight. The poem's mood of guilt, death, and existential conflict directly contradicts the image's tender, romantic, and hopeful atmosphere. The pairing creates jarring tonal dissonance rather than meaningful resonance."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,track_3_clip_sbert_mood,865,Inventing a Horse,Meghan O'Rourke,0.27734844386577606,"Expanded mood query: something that feels overwhelmingly playful and deeply cozy, somewhat contemplative, with hints of peaceful and mysterious, with themes of humor, mischief, lightness, curiosity, surprise, shelter, comfort, home, softness, belonging, pausing, looking inward, slow attention, noticing, awareness",1,2,1,"The poem is about inventing and caring for a horse, which has no semantic connection to the image's fresh flowers in a vase by a window. While the poem contains some contemplative and peaceful elements that loosely align with expected moods, the subject matter is entirely disconnected from the visual content. The pairing feels arbitrary and lacks meaningful resonance between image and text."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,track_4_handcrafted_cv,2678,Feedback,Marcus Slease,0.22856177389621735,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply mysterious, somewhat sublime, with hints of cozy and lonely, with themes of dream, distortion, unreality, hallucination, otherworldly, uncertainty, shadows, strangeness, fear, mystery, open space, distance, expanse, wonder, grandeur; warm=0.555, brightness=0.416, contrast=1.000, edge_density=0.076",1,1,1,"The poem is a meta-commentary on narrative structures, watching, and abstract philosophical concepts with no connection to the image's concrete content of fresh flowers in a vase by a window. The poem's surreal, mysterious tone contradicts the image's hopeful, tender, romantic mood. There is no meaningful alignment between the domestic floral still life and this abstract literary critique."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,rerank_retrieve,869,Bonsai at the Potter's Stall,Kay Mullen,0.5972577739056184,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,4,2,3,"The poem shares key visual elements with the image: fresh flowers in a vase, natural light from windows, and botanical subjects in an interior setting. However, the poem's focus on bonsai miniatures and a potter's workspace doesn't directly match the image's simple floral arrangement. The poem's melancholic tone about stunted growth and arrested development contrasts with the image's hopeful, tender mood of fresh blooms in bright sunlight."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,track_1_clip_semantic,346,Cut Lilies,Noah Warren,0.2949877679347992,,2,2,2,"The poem celebrates fresh, vibrant lilies in full bloom with sensory richness and vitality, while the image shows wilted, drooping flowers in decline. The poem's subject matter (abundant cut flowers, their fragrance, their beauty) directly contradicts the image's visual content of deterioration and fading. Though both involve flowers, they represent opposite states and narratives."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,track_2_blip_caption,2107,Confession of a Bird Watcher,Chard DeNiord,0.6447386741638184,"Consensus caption: window, flowers, vase, window sill, glass vase, sitting",2,4,2,"While the poem shares the image's window setting and themes of fragility and death, it focuses on birds striking glass rather than wilted flowers. The emotional tone of mournfulness and loss aligns well with the image's melancholic atmosphere, but the semantic disconnect between the poem's bird imagery and the image's floral subject matter is significant. The pairing feels thematically related but conceptually mismatched."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,track_3_clip_sbert_mood,8657,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 5,"Alfred, Lord Tennyson",0.29623954743146896,"Expanded mood query: something that feels overwhelmingly cozy and deeply melancholic, somewhat contemplative, with hints of lonely and hopeful, with themes of shelter, comfort, home, softness, belonging, sadness, memory, loss, longing, grief, pausing, looking inward, slow attention, noticing, awareness",2,4,3,"The poem addresses grief and loss through language and emotion rather than depicting wilted flowers or natural decay directly, creating weak semantic alignment with the image's visible content. However, the melancholic, mournful tone and themes of loss and fragility resonate strongly with the image's emotional atmosphere of fading beauty and transience. The pairing feels thematically coherent in mood despite the poem's abstract, introspective focus diverging from the concrete visual subject matter."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,track_4_handcrafted_cv,2678,Feedback,Marcus Slease,0.22856177389621735,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply mysterious, somewhat sublime, with hints of cozy and lonely, with themes of dream, distortion, unreality, hallucination, otherworldly, uncertainty, shadows, strangeness, fear, mystery, open space, distance, expanse, wonder, grandeur; warm=0.536, brightness=0.414, contrast=1.000, edge_density=0.071",1,1,1,"The poem is a meta-commentary on a novel or film, discussing narrative techniques, characters, and philosophical concepts with no connection to the image's visible content of wilted flowers in a vase by a window. The poem contains no floral, botanical, domestic, or temporal imagery that would align with the image's subject matter. There is no semantic or emotional resonance between the abstract literary critique and the concrete, melancholic scene of decay and fragility depicted in the photograph."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,rerank_retrieve,2621,Marigold,Mahogany L. Browne,0.583483413343363,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,4,5,4,"The poem directly addresses wilting flowers and decay, matching the image's visible subject matter of drooping gerberas in a vase. The emotional tone of mournfulness, fragility, and the passage of time aligns perfectly with the image's melancholic atmosphere and the metadata's expected moods. The poem's unflinching treatment of loss and grief resonates strongly with the visual narrative of fading blooms, though the specific flower reference (marigold) differs from the gerberas shown."
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,track_1_clip_semantic,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba5tnhrMLH6syWwLdnMX""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,track_2_blip_caption,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba5upPadUr4aszGw7tjS""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,track_3_clip_sbert_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba5vSrKAf8jZR78DA3mU""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,track_4_handcrafted_cv,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba5w5cA5uBusmt7XVdwg""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba5x7igMxyCKfUm4AE1P""}"
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,track_1_clip_semantic,7457,Out of Town,Piotr Sommer,0.265019029378891,,4,4,4,"The poem directly addresses old pipes, dripping water, valves, and septic systems—matching the image's visible plumbing infrastructure. Both convey a sense of neglect, decay, and the passage of time through deteriorating utilities. The poem's atmosphere of abandonment and disrepair aligns well with the grimy, uneasy mood of the rusted pipes, creating a compelling pairing that feels thematically resonant."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,track_2_blip_caption,7457,Out of Town,Piotr Sommer,0.7686309814453125,"Consensus caption: pipe, bathroom, faucet, wall, valve, connected",4,4,4,"The poem directly addresses dripping water, old pipes, valves, and septic systems—all core elements visible in the image of rusted bathroom pipes. The poem's atmosphere of neglect, decay, and abandonment ('no one to tighten the valve,' 'broken switch') matches the grimy, deteriorated aesthetic of the photograph. The pairing creates meaningful resonance between the poem's meditation on aging infrastructure and the visual evidence of time's corrosive effects."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,track_3_clip_sbert_mood,4446,The Illiterate,William Meredith,0.2667786478996277,"Expanded mood query: something that feels overwhelmingly melancholic and deeply mysterious, somewhat playful, with hints of dark and tense, with themes of sadness, memory, loss, longing, grief, uncertainty, shadows, strangeness, fear, mystery, humor, mischief, lightness, curiosity, surprise",1,2,1,"The poem is entirely about literacy, letters, and emotional vulnerability with no connection to the image's visible content of rusted pipes, bathroom fixtures, and industrial decay. While the poem does contain melancholic and mysterious elements matching the mood query, it shares no semantic ground with the grimy, neglected physical objects depicted. The pairing feels arbitrary and fails to create meaningful resonance between text and image."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,track_4_handcrafted_cv,6666,To a Deaf and Dumb Little Girl,Hartley Coleridge,0.26352559030056,"Expanded handcrafted query: something that feels overwhelmingly mysterious and deeply desolate, somewhat lonely, with hints of melancholic and surreal, with themes of uncertainty, shadows, strangeness, fear, mystery, abandonment, emptiness, ruins, decay, silence, isolation, absence, solitude, distance, waiting; warm=0.517, brightness=0.154, contrast=0.507, edge_density=0.069",1,2,1,"The poem is about a deaf and dumb girl's isolation and inner world, which shares thematic elements of loneliness and solitude with the image's desolate atmosphere. However, the poem contains no reference to physical decay, pipes, bathrooms, neglect, or any concrete objects visible in the image. While both convey melancholy and isolation, the semantic disconnect between a human subject and inanimate rusted infrastructure is too significant for meaningful pairing."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,rerank_retrieve,7457,Out of Town,Piotr Sommer,0.7392067766165638,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,4,4,4,"The poem directly addresses old pipes, dripping water, valves, and septic systems—matching the image's visible plumbing infrastructure. Both convey neglect and decay through specific details (broken switches, rusted fixtures, water management systems). The poem's atmosphere of abandonment, disrepair, and melancholic acceptance aligns well with the grimy, uneasy mood of the deteriorating bathroom pipes. The pairing feels thematically coherent and emotionally resonant."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,track_1_clip_semantic,440,mom and dad in a photo,Edmund Berrigan,0.2558542788028717,,1,2,1,"The poem contains no visible connection to the image's sticker-covered mannequin, desert setting, or surreal aesthetic. While the poem shares a fragmented, disorienting quality that could theoretically match the image's uncanny mood, the semantic disconnect is too severe—the poem discusses toy cars, musicians, and domestic concerns with no reference to mannequins, stickers, or visual surrealism. The pairing feels arbitrary rather than meaningfully resonant."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,track_2_blip_caption,3370,At the End of My Hours,Dana Levin,0.7757554054260254,"Consensus caption: man, stickers, as, statue",1,2,1,"The poem contains only repetitive iterations of 'here' with no connection to the image's visible content—stickers, mannequin, surreal aesthetic, or any concrete imagery. While the repetition might evoke a sense of presence or insistence that could tangentially relate to the uncanny mood, there is no meaningful semantic or thematic alignment between the poem's minimal text and the richly detailed, visually complex image."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,track_3_clip_sbert_mood,8947,What Kind of Mistress He would Have,Robert Herrick,0.24367809295654297,"Expanded mood query: something that feels overwhelmingly playful and deeply surreal, somewhat contemplative, with hints of sublime and hopeful, with themes of humor, mischief, lightness, curiosity, surprise, dream, distortion, unreality, hallucination, otherworldly, pausing, looking inward, slow attention, noticing, awareness",1,1,1,"The poem is a classical love poem about idealized feminine qualities and romantic desire, while the image depicts a surreal, sticker-covered mannequin in a desolate landscape. There is no meaningful connection between the poem's content about a mistress's virtues and the image's uncanny, futuristic aesthetic. The poem's tone is entirely romantic and conventional, directly opposing the image's surreal and unsettling mood."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,track_4_handcrafted_cv,8407,Upon Time and Eternity,John Bunyan,0.23720759898424149,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply sublime, somewhat mysterious, with hints of cozy and hopeful, with themes of dream, distortion, unreality, hallucination, otherworldly, open space, distance, expanse, wonder, grandeur, uncertainty, shadows, strangeness, fear, mystery; warm=0.502, brightness=0.609, contrast=1.000, edge_density=0.125",1,1,1,"The poem is a philosophical meditation on time and eternity using abstract metaphors of rings and measures, with no connection to the image's concrete visual elements: a sticker-covered mannequin in a surreal desert setting. While the retrieval query mentions 'otherworldly' and 'mystery,' the poem's classical theological abstraction bears no semantic or thematic relationship to the image's uncanny, futuristic object-focused surrealism. The emotional tones are entirely mismatched—the poem is contemplative and metaphysical, while the image is visually strange and unsettling."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,rerank_retrieve,4814,Greek Architecture,Herman Melville,0.7213935468998841,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,1,1,1,"The poem discusses classical Greek architecture and reverence for archetypal forms, while the image depicts a surreal, sticker-covered mannequin in a desolate landscape—completely unrelated subject matter. There is no semantic connection between Melville's architectural meditation and this contemporary, uncanny art object. The poem's classical, reverent tone directly contradicts the image's surreal, chaotic, and futuristic aesthetic."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,track_1_clip_semantic,2018,Brushing Teeth with My Sister after the Wake,Jim Daniels,0.2856045961380005,,4,3,3,"The poem directly references a kitchen sink, matching the image's primary subject and setting. However, the poem's narrative focuses on an intimate family moment after a wake, while the image shows a cluttered, messy kitchen with no people visible. The emotional tone of the poem—bittersweet, reflective, and connected—contrasts with the image's mundane, slightly tense messiness, creating a meaningful but somewhat misaligned pairing."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,track_2_blip_caption,2018,Brushing Teeth with My Sister after the Wake,Jim Daniels,0.8266911506652832,"Consensus caption: kitchen, counter, sink, clutter, dishes",4,4,4,"The poem directly references a kitchen sink and captures the cluttered, lived-in domestic space visible in the image. The emotional tone of quiet melancholy mixed with unexpected moments of connection aligns well with the image's slightly tense, mundane atmosphere. The poem transforms the ordinary kitchen setting into a meaningful space of human connection, creating resonance between the visual clutter and emotional complexity."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,track_3_clip_sbert_mood,6042,Gloss of the Past,David Trinidad,0.22770622372627258,"Expanded mood query: something that feels overwhelmingly chaotic and deeply playful, somewhat mysterious, with hints of lonely and tense, with themes of noise, confusion, frenzy, disorder, overwhelm, humor, mischief, lightness, curiosity, surprise, uncertainty, shadows, strangeness, fear, mystery",1,2,1,"The poem is entirely about variations of the color pink and contains no reference to kitchens, clutter, dishes, sinks, or any visible objects in the image. While the poem's repetitive, overwhelming structure might abstractly echo chaos, there is no semantic connection to the image's content. The emotional tone of playful nostalgia in the poem does not align with the mundane, slightly tense mood of a cluttered kitchen."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,track_4_handcrafted_cv,4794,"There's a certain Slant of light, (320)",Emily Dickinson,0.24491405487060547,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply mysterious, somewhat desolate, with hints of lonely and sublime, with themes of dream, distortion, unreality, hallucination, otherworldly, uncertainty, shadows, strangeness, fear, mystery, abandonment, emptiness, ruins, decay, silence; warm=0.537, brightness=0.283, contrast=0.902, edge_density=0.088",1,2,1,"The poem is about winter light, cathedral atmosphere, and metaphysical despair—none of which appear in this cluttered kitchen sink image. While both share a somewhat somber tone, the poem's abstract, transcendent themes about light and spiritual affliction have no semantic connection to the concrete domestic clutter visible here. The pairing feels arbitrary rather than meaningfully resonant."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,rerank_retrieve,2018,Brushing Teeth with My Sister after the Wake,Jim Daniels,0.6318350290110875,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,4,4,4,"The poem directly references a kitchen sink, matching the image's primary subject and setting. Both capture a moment of domestic intimacy amid clutter and life's complications—the poem's post-wake family gathering parallels the image's cluttered, lived-in atmosphere. The emotional tone of bittersweet mundanity, underlying tension, and finding moments of connection amid chaos aligns well with the image's messy, slightly tense mood."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,track_1_clip_semantic,9205,Here,Samuel Menashe,0.2960193157196045,,3,4,3,"The poem's reference to an 'old flat' and abandoned space aligns with the image's decayed classroom setting, though the specific domestic context differs from the institutional space shown. The emotional tone of haunting, abandonment, and melancholy ('Ghost,' 'aftermath') matches the image's atmosphere of decay and desolation very well. However, the pairing feels somewhat generic—the poem could apply to many abandoned spaces, and doesn't capture the specific educational or institutional quality of the classroom."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,track_2_blip_caption,3872,Two Rooms,Emily Berry,0.8355168104171753,"Consensus caption: room, paper, lot, chair, floor, papers all",3,2,2,"The poem's reference to rooms and the act of moving between spaces matches the image's setting of an abandoned classroom, but lacks engagement with the specific visual details (scattered papers, deteriorated furniture, overgrown window). While the image conveys decay and abandonment, the poem's tone of safety and containment contrasts sharply with the melancholic, forgotten atmosphere the image projects, creating a disconnect in emotional resonance."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,track_3_clip_sbert_mood,4446,The Illiterate,William Meredith,0.28094738721847534,"Expanded mood query: something that feels overwhelmingly desolate and deeply mysterious, somewhat lonely, with hints of melancholic and dark, with themes of abandonment, emptiness, ruins, decay, silence, uncertainty, shadows, strangeness, fear, mystery, isolation, absence, solitude, distance, waiting",1,2,1,"The poem is about illiteracy, a letter, and emotional uncertainty—none of which relate to the image's visible content of an abandoned classroom with decay, debris, and deteriorating infrastructure. While both share melancholic and uncertain emotional tones, the semantic disconnect is too severe. The poem's intimate, personal narrative about a man and a letter has no meaningful connection to the desolate, physically abandoned space depicted."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,track_4_handcrafted_cv,4794,"There's a certain Slant of light, (320)",Emily Dickinson,0.232810378074646,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply mysterious, somewhat sublime, with hints of desolate and lonely, with themes of dream, distortion, unreality, hallucination, otherworldly, uncertainty, shadows, strangeness, fear, mystery, open space, distance, expanse, wonder, grandeur; warm=0.528, brightness=0.304, contrast=0.926, edge_density=0.084",2,4,3,"The poem's focus on light, winter afternoons, and cathedral-like oppression has limited direct semantic connection to the abandoned classroom's visible objects (chairs, desks, debris). However, the emotional atmosphere—despair, internal desolation, shadows, and a sense of abandonment—aligns strongly with the image's melancholic and decayed mood. The pairing achieves moderate resonance through shared emotional territory despite weak literal correspondence."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,rerank_retrieve,9205,Here,Samuel Menashe,0.7823331402260079,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,3,4,3,"The poem's reference to an 'old flat' and abandoned space aligns with the image's decayed interior setting, though it lacks specific visual details present in the classroom (chairs, desks, debris). The emotional tone of haunting, abandonment, and melancholy strongly matches the image's atmosphere of decay and desolation. While the pairing captures the mood effectively, the poem's abstract, intimate voice feels somewhat disconnected from the concrete, institutional nature of the abandoned classroom."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,track_1_clip_semantic,2647,Future Memories,Mario Meléndez,0.2591014504432678,,4,4,4,"The poem directly addresses the image's core visual content—a starry night sky reflected in water, creating the illusion of stars filling the ocean. The poem captures the sense of wonder and revelation at witnessing this celestial-aquatic phenomenon. The emotional tone of delighted discovery and sublime awe aligns perfectly with the image's vast, quiet, and transcendent mood. The pairing feels naturally resonant, with the poem articulating the magical experience the photograph evokes."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,track_2_blip_caption,8777,Niagara,Adelaide Crapsey,0.7368999719619751,"Consensus caption: water, milky, body, night sky",2,3,2,"The poem focuses on a moon over Niagara Falls, while the image depicts the Milky Way galaxy over a calm beach or water body—fundamentally different celestial and terrestrial subjects. However, both share nocturnal water settings and contemplative moods. The emotional tone of fragility and vastness partially aligns, but the semantic mismatch between a specific moon-and-waterfall scene and a starry night seascape limits overall resonance."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,track_3_clip_sbert_mood,8681,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 126,"Alfred, Lord Tennyson",0.27461330592632294,"Expanded mood query: something that feels overwhelmingly sublime and deeply peaceful, somewhat surreal, with hints of lonely and hopeful, with themes of open space, distance, expanse, wonder, grandeur, ease, breath, soft light, settling, quiet, dream, distortion, unreality, hallucination, otherworldly",2,3,2,"The poem is primarily about love, loss, and spiritual devotion with no direct reference to the image's visible content—starry night, beach, water, or celestial landscape. While the poem contains some thematic overlap with the image's vastness and quiet contemplation (mentions of 'worlds of space' and 'deep night'), the semantic connection is tenuous. The emotional tone of grief and longing in the poem partially aligns with the sublime melancholy of the image, but the pairing feels more coincidental than meaningfully resonant."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,track_4_handcrafted_cv,4446,The Illiterate,William Meredith,0.27172374725341797,"Expanded handcrafted query: something that feels overwhelmingly mysterious and deeply desolate, somewhat lonely, with hints of melancholic and dark, with themes of uncertainty, shadows, strangeness, fear, mystery, abandonment, emptiness, ruins, decay, silence, isolation, absence, solitude, distance, waiting; warm=0.544, brightness=0.143, contrast=0.425, edge_density=0.047",1,2,1,"The poem is about illiteracy, uncertainty, and emotional ambivalence regarding a mysterious letter—it contains no imagery, references, or content related to the starry night landscape, beach, or celestial scene visible in the image. While the poem does explore themes of mystery and uncertainty that loosely align with the retrieval model's emotional descriptors, there is virtually no semantic connection between the poem's domestic, interpersonal narrative and the image's vast, sublime natural landscape."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,rerank_retrieve,5521,On the Beach at Night Alone,Walt Whitman,0.8999238218706163,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,5,5,5,"The poem directly addresses a solitary figure on a beach at night watching stars, which perfectly matches the image's literal content and setting. Whitman's meditation on vastness, cosmic interconnection, and the sublime aligns precisely with the image's mood of awe and contemplation before an expansive starry sky. The poem's themes of vastness and quiet wonder resonate deeply with the image's visual and emotional impact, creating an exceptionally compelling pairing."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,track_1_clip_semantic,1430,Minding Rites,David Yezzi,0.2616066634654999,,2,3,2,"The poem focuses on a domestic relationship narrative involving flowers and ritual, while the image depicts two men in business attire walking through an urban alley at night. There is minimal semantic overlap in visible content or setting. The poem's reflective, intimate tone about marriage and devotion partially aligns with the image's secretive, intimate atmosphere, but the specific subject matter (a couple's relationship) does not match the image's apparent depiction of two professional figures in an urban environment."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,track_2_blip_caption,7148,Peace Walk,William E. Stafford,0.8089258670806885,"Consensus caption: walking, men walking, two men, night, two men walking, alley, street",2,3,2,"While the poem depicts two men walking in an urban setting at night, it specifically describes a peace march protest with signs and political messaging, whereas the image shows two businessmen in suits walking through a quiet alley with no visible protest context. The emotional atmosphere of introspection and quiet urban movement aligns somewhat with the image's cinematic, intimate mood, but the poem's explicit political activism content diverges significantly from what is visually present."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,track_3_clip_sbert_mood,865,Inventing a Horse,Meghan O'Rourke,0.2985943406820297,"Expanded mood query: something that feels overwhelmingly romantic and deeply cozy, somewhat melancholic, with hints of nostalgic and playful, with themes of desire, tenderness, intimacy, devotion, passion, shelter, comfort, home, softness, belonging, sadness, memory, loss, longing, grief",1,2,1,"The poem is entirely about inventing and caring for a horse, with no connection to the image's urban alley setting, two men in business attire, bicycles, or Asian storefronts. While the poem explores themes of care, devotion, and imagination that loosely align with the retrieval query's emotional themes, there is virtually no semantic overlap with the visible content of the photograph. The pairing feels arbitrary and unconvincing."
