image_id,filename,image_description,expected_moods,scene_type,model_name,poem_id,poem_title,poem_author,retrieval_score,retrieval_extra,semantic_fit,emotional_fit,overall_resonance,rationale
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,mode_content,869,Bonsai at the Potter's Stall,Kay Mullen,0.6373804580214224,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,2,3,"The poem shares strong semantic overlap with the image: both feature fresh flowers in a vase/pot by a window with natural light, delicate botanical subjects, and careful arrangement. However, the poem's tone is melancholic and introspective (about stunted growth, things that 'never leave home'), which contrasts with the image's bright, hopeful, and tender mood created by golden sunlight and vibrant fresh flowers. The pairing feels intellectually connected but emotionally misaligned."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,mode_mood,865,Inventing a Horse,Meghan O'Rourke,0.6809801919423611,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is about inventing and caring for a horse, while the image shows fresh flowers in a vase by a window—completely different subject matter with no semantic overlap. Although both could evoke tender or hopeful moods, the poem's focus on horses, harnesses, and rural landscapes bears no meaningful connection to the delicate floral arrangement depicted. The pairing feels arbitrary and lacks any coherent thematic or visual resonance."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,mode_balanced,869,Bonsai at the Potter's Stall,Kay Mullen,0.4,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,3,3,"The poem shares strong semantic overlap with the image: both feature fresh flowers in a vase/pot by a window with natural light, delicate botanical subjects, and a contemplative indoor setting. However, the poem's focus on bonsai miniaturization and the potter's relationship to stunted growth creates a melancholic tone that contrasts with the image's hopeful, tender mood. The pairing is plausible but emotionally misaligned with the expected romantic and hopeful atmosphere."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,mode_creative,8117,Spin,Wendy Videlock,0.22149601386738807,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,1,1,"The poem is about a self-centered friend and philosophical discourse, with no connection to the image's visible content of fresh flowers in a vase by a window. The poem's themes of ego and conversation bear no semantic relationship to flowers, nature, or domestic still life. The poem's tone is wry and somewhat cynical, directly contradicting the expected hopeful, tender, and romantic moods of the flower image. This pairing appears to be a complete mismatch between image and text."
11,11_flower_fresh.jpg,Fresh flowers,"hopeful, tender, romantic",dominant_subject,rerank_retrieve,869,Bonsai at the Potter's Stall,Kay Mullen,0.6831856807914329,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,2,3,"The poem shares strong semantic overlap with the image: both feature fresh flowers in a vase/pot by a window, delicate botanical subjects, and careful arrangement. However, the poem's mood is introspective and melancholic (about stunted growth, never leaving home), which contrasts with the image's bright, hopeful, and tender atmosphere created by natural sunlight and vibrant green foliage. The pairing feels intellectually coherent but emotionally mismatched."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,mode_content,346,Cut Lilies,Noah Warren,0.5903621066240927,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",2,2,2,"The poem describes fresh, vibrant cut lilies in full bloom with sensory richness, while the image shows wilted, drooping gerberas past their prime. The poem celebrates vitality and abundance ('fresh-faced,' 'white and purple cloud'), whereas the image conveys decay and fragility. Though both involve cut flowers in vessels, they represent opposite points in the flower lifecycle, creating a fundamental mismatch in subject matter and emotional content."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,mode_mood,8657,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 5,"Alfred, Lord Tennyson",0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",2,4,3,"The poem's explicit subject matter (grief, loss, memorial) does not directly match the image's visible content (wilted flowers in a vase), creating weak semantic alignment. However, the poem's melancholic tone and themes of decay, numbness, and sorrow resonate strongly with the image's fragile, mournful atmosphere. The pairing achieves moderate overall resonance through emotional and thematic connection despite the indirect semantic relationship."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,mode_balanced,346,Cut Lilies,Noah Warren,0.43529065536500106,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",2,3,2,"The poem describes fresh, vibrant cut lilies in full bloom with sensory richness, while the image shows wilted, dying gerberas past their prime. Though both involve cut flowers in vessels, the poem celebrates vitality and abundance whereas the image conveys decay and fragility. The emotional tones diverge significantly—the poem is exuberant and life-affirming, while the image evokes melancholy and transience."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,mode_creative,6624,In Memoriam Mae Noblitt,A. R. Ammons,0.22298903277298504,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",2,4,3,"The poem's visible content focuses on cosmic perspective and existential philosophy rather than the specific image of wilted flowers in a vase. However, the emotional tone of transience, loss, and the passage of time aligns well with the mournful, fragile mood of the wilted flowers. The pairing creates meaningful resonance through thematic connection to mortality and impermanence, though the poem's abstract, cosmic language doesn't directly engage with the intimate domestic scene depicted."
12,12_flower_wilted.jpeg,Wilted flowers,"fragile, mournful, passing-time feeling",dominant_subject,rerank_retrieve,4978,Dusk,Rae Armantrout,0.5874405714006248,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,2,3,2,"The poem focuses on a spider on glass rather than the wilted flowers visible in the image, creating a semantic mismatch with the primary subject matter. While both share themes of isolation and fragility, the poem's contemplative tone about solitude partially aligns with the image's melancholic mood. However, the disconnect between the poem's spider imagery and the image's floral content undermines the overall poetic resonance of the pairing."
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,mode_content,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cbd9Nm14BxH68DpUj2t3E""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,mode_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cbd9PpSwkx1mLvotP29hV""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,mode_balanced,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cbd9Qs9CVPQbZVxFf12W9""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,mode_creative,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cbd9RumEpu5AhBAJLw4QL""}"
13,13_abandoned_boats.jpg,Abandoned boat skeletons,"desolate, industrial, apocalyptic",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cbd9SxmbQdGG7V1LUuCSt""}"
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,mode_content,1421,This Morning I Could Do/A Thousand Things,Robert Hedin,0.6551035132239422,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,2,3,"The poem directly references fixing a leaky pipe, which matches the image's visible plumbing infrastructure and maintenance theme. However, the poem's tone is casual and mundane (listing everyday tasks), while the image conveys neglect, decay, and unease through rust and deterioration. The semantic connection is strong, but the emotional mismatch between the poem's lighthearted indecision and the image's grimy, neglected atmosphere limits overall resonance."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,mode_mood,4446,The Illiterate,William Meredith,0.6956404381103826,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is entirely about literacy, letters, and emotional vulnerability with no connection to the image's visible content of rusted pipes, bathroom fixtures, and industrial decay. While the poem conveys some melancholy and unease that might loosely align with the image's grimy mood, the semantic disconnect is complete—there are no shared objects, settings, or concrete subject matter between them."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,mode_balanced,1421,This Morning I Could Do/A Thousand Things,Robert Hedin,0.48408281057915376,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,2,3,"The poem directly references fixing a leaky pipe, which matches the image's plumbing infrastructure and maintenance theme. However, the poem's tone is casual and mundane (listing everyday tasks), while the image conveys neglect, decay, and unease through rust and deterioration. The semantic connection is strong, but the emotional mismatch—the poem lacks the grimy, uneasy atmosphere the image projects—limits overall resonance."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,mode_creative,7507,Or,Thomas Sayers Ellis,0.19908627050229277,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,2,1,"The poem is entirely about racial identity, categorization, and diaspora—topics with no connection to the image's visible content of rusted bathroom pipes and plumbing fixtures. While the poem's tone of unease and discomfort might tangentially align with the image's grimy mood, there is no semantic relationship between the subject matter and the visual elements. The pairing feels arbitrary and unconvincing."
14,14_rusted_pipes.jpg,Rusted bathroom pipes,"grimy, neglected, uneasy",multi_object,rerank_retrieve,7457,Out of Town,Piotr Sommer,0.7269201509949649,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,4,4,"The poem directly addresses old pipes, dripping water, valves, and septic systems—matching the image's visible plumbing infrastructure. Both convey neglect and decay through specific details (broken switches, rusted fixtures, water management systems). The poem's atmosphere of abandonment, disrepair, and melancholic acceptance aligns well with the grimy, uneasy mood of the deteriorating bathroom pipes. The pairing feels semantically and emotionally coherent, though the poem's literary complexity and philosophical depth extend beyond the image's literal content."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,mode_content,4814,Greek Architecture,Herman Melville,0.6531635999745898,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",1,1,1,"The poem discusses classical Greek architecture and reverence for archetypal forms, while the image depicts a surreal, sticker-covered mannequin in a desolate landscape. There is no meaningful connection between the poem's subject matter (classical architecture) and the image's content (contemporary street art culture on a figure). The emotional tones are entirely misaligned—the poem is contemplative and classical, while the image is uncanny and futuristic."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,mode_mood,8947,What Kind of Mistress He would Have,Robert Herrick,0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,1,1,"The poem is a classical love poem about idealized feminine qualities and romantic desire, while the image depicts a surreal, sticker-covered mannequin in a desolate landscape. There is no meaningful connection between the poem's subject matter (romantic preferences) and the image's content (an uncanny, object-based artwork). The poem's tone of sensual appreciation directly contradicts the image's unsettling, futuristic aesthetic."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,mode_balanced,4814,Greek Architecture,Herman Melville,0.5425021397186915,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",1,1,1,"The poem discusses Greek architecture, classical form, and reverence for archetypes—none of which relate to the image's surreal, sticker-covered mannequin in a desolate landscape. The poem's focus on traditional architectural principles and restraint directly contradicts the image's chaotic, contemporary, and uncanny aesthetic. There is no meaningful connection between the poem's content and the image's visual or thematic elements."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,mode_creative,5327,The Market-Place,Walter de La Mare,0.25525711693316516,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",2,3,2,"The poem's central metaphor of a crowded marketplace of thoughts has minimal connection to the image's visual content—a solitary sticker-covered mannequin in an empty landscape. While both involve fragmentation (stickers/thoughts) and surrealism, the poem's bustling social chaos contrasts sharply with the image's isolated, eerie stillness. The emotional tone of introspection and quietude in the poem's final lines somewhat aligns with the uncanny, surreal mood, but the overall pairing feels disconnected rather than resonant."
15,15_mannequin.jpg,Sticker-covered mannequin,"surreal, uncanny, futuristic",dominant_subject,rerank_retrieve,4814,Greek Architecture,Herman Melville,0.712240918654159,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,1,1,1,"The poem discusses classical Greek architecture and reverence for archetypal forms, while the image depicts a surreal, sticker-covered mannequin in a desolate landscape—completely unrelated subject matter. The poem's classical, reverent tone directly contradicts the image's uncanny, contemporary, and chaotic aesthetic. There is no meaningful connection between the poem's content and the image's visual or thematic elements."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,mode_content,2018,Brushing Teeth with My Sister after the Wake,Jim Daniels,0.8,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,4,4,"The poem directly references a kitchen sink scene with cluttered domestic details (overflowing fridge, leftovers, family presence), matching the image's setting and visual content. The emotional tone of mundane intimacy amid underlying tension and grief aligns well with the image's slightly tense, messy atmosphere. The pairing creates meaningful resonance through the juxtaposition of ordinary domestic moments with deeper emotional weight."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,mode_mood,6042,Gloss of the Past,David Trinidad,0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is entirely about variations of pink color names and contains no reference to kitchens, clutter, dishes, domestic spaces, or any visible content from the image. While the poem's playful, somewhat chaotic enumeration might tangentially echo the visual messiness of the cluttered sink, there is no meaningful semantic connection. The image-poem pairing feels arbitrary and unconvincing."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,mode_balanced,2018,Brushing Teeth with My Sister after the Wake,Jim Daniels,0.6000000000000001,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,4,4,"The poem directly references a kitchen sink scene with multiple objects and cluttered domestic space, matching the image's setting and visual content. The emotional tone of mundane intimacy amid underlying tension (grief from a wake) aligns well with the image's slightly tense, messy atmosphere. The pairing creates meaningful resonance by transforming the cluttered kitchen into a space of human connection and vulnerability."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,mode_creative,7012,[the day shifts . . .],kari edwards,0.19354640011421312,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,3,2,"The poem contains no concrete references to kitchens, clutter, domestic spaces, or any visible objects in the image, resulting in poor semantic alignment. Emotionally, the poem's themes of fear, hesitation, and existential tension somewhat echo the image's slightly tense mood, though the poem's abstract philosophical concerns diverge significantly from the mundane domestic setting. The pairing lacks meaningful connection between the poem's complex metaphysical language and the image's straightforward depiction of an untidy kitchen."
16,16_clustered_kitchen.jpg,Cluttered kitchen sink,"messy, mundane, slightly tense",multi_object,rerank_retrieve,2018,Brushing Teeth with My Sister after the Wake,Jim Daniels,0.6920507923333241,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,4,4,"The poem directly references a kitchen sink, matching the image's primary subject and setting. Both capture a moment of domestic intimacy amid clutter and life's complications. The poem's themes of mundane routines, family presence, and underlying emotional weight align well with the image's messy, slightly tense atmosphere. The pairing creates meaningful resonance between visual disorder and emotional complexity."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,mode_content,8060,I knew something was wrong,Dorothea Grossman,0.6063773344390433,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,5,4,"The poem directly references chairs, carpet, and corners—all visible elements in the abandoned classroom image. The metaphor of sunlight slipping away pairs perfectly with the ethereal light streaming through the large window. The mood of wrongness, decay, and stasis aligns excellently with the melancholic, forgotten atmosphere of the deteriorating space. The pairing creates a compelling meditation on abandonment and loss."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,mode_mood,4446,The Illiterate,William Meredith,0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,3,2,"The poem is about illiteracy, letters, and emotional uncertainty—none of which appear in the image's visible content of an abandoned classroom with debris and decaying furniture. While both share melancholic and abandoned emotional tones, the semantic disconnect is severe. The poem's introspective exploration of fear and longing does not meaningfully engage with the image's visual narrative of physical decay and institutional abandonment."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,mode_balanced,9205,Here,Samuel Menashe,0.4,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",3,4,3,"The poem's reference to an 'old flat' and abandoned space aligns moderately with the classroom setting, though a classroom is not a residential flat. However, the poem's themes of haunting, decay, and aftermath strongly match the image's melancholic, forgotten atmosphere. The pairing captures emotional resonance through shared imagery of abandonment and loss, though the semantic specificity of 'flat' versus 'classroom' creates some disconnect."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,mode_creative,8681,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 126,"Alfred, Lord Tennyson",0.2154804192961727,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,2,1,"The poem is about love, devotion, and spiritual presence, with no connection to the image's concrete elements: an abandoned classroom with decaying furniture, debris, and overgrown vegetation. While both the image and poem evoke melancholy, the poem's focus on transcendent love and divine presence bears no semantic relationship to the visual narrative of abandonment and decay. The pairing feels arbitrary rather than meaningfully resonant."
17,17_abandoned_classroom.jpg,Abandoned classroom,"decayed, forgotten, melancholic",multi_object,rerank_retrieve,9205,Here,Samuel Menashe,0.714997213358004,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,4,5,4,"The poem's imagery of a 'ghost' inhabiting an 'old flat' directly parallels the abandoned classroom's desolate, decay-filled space with scattered debris and deteriorating walls. The emotional tone of haunting absence and melancholic aftermath perfectly captures the image's mood of abandonment and forgotten spaces. The pairing creates a compelling resonance between the poem's meditation on inhabitation and loss with the visual evidence of human absence in the decayed room."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,mode_content,8354,Self-Dependence,Matthew Arnold,0.5295621553546078,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,5,5,"The poem directly addresses stars and the sea under starlight, matching the image's core visual elements of a Milky Way sky above a calm water body. The poem's themes of vastness, sublime contemplation, and finding peace through gazing at celestial bodies align perfectly with the image's mood of quiet sublimity. The speaker's desire to feel their soul becoming 'vast like' the stars and waters creates profound resonance with the image's sense of cosmic scale and serene wonder."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,mode_mood,8681,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 126,"Alfred, Lord Tennyson",0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",2,4,3,"The poem's explicit subject matter concerns love, loss, and spiritual devotion rather than the starry night landscape visible in the image. However, the poem's contemplative tone and references to 'the worlds of space' and 'deep night' create a strong emotional resonance with the image's vast, sublime, and quiet atmosphere. The pairing works more through shared mood than through semantic alignment."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,mode_balanced,2647,Future Memories,Mario Meléndez,0.4802026693602756,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,4,4,"The poem directly addresses the image's core visual content—stars reflected in water creating the illusion of an ocean filled with stars. The setting matches (beach/water at night with starry sky), and the poem captures the sense of wonder and revelation present in the sublime landscape. The emotional tone of delighted discovery aligns well with the image's vast, quiet, awe-inspiring atmosphere, creating a compelling and meaningful pairing."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,mode_creative,641,Poet,Keith Waldrop,0.21884265153714993,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",2,3,2,"The poem's urban imagery of deserted cities, crowds, and constructed spaces has minimal connection to the image's natural landscape of beach, water, and cosmos. However, the poem's contemplative tone and themes of absence/distance align somewhat with the vast, sublime mood evoked by the starry night. The pairing feels conceptually mismatched despite sharing an introspective emotional register."
18,18_starry_night.jpg,Starry night,"vast, sublime, quiet",dominant_subject,rerank_retrieve,5521,On the Beach at Night Alone,Walt Whitman,0.6946586979523486,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,5,5,5,"The poem directly mirrors the image's core elements: a solitary figure on a beach at night observing the stars, contemplating vastness and cosmic interconnection. Whitman's meditation on the sublime unity of all things perfectly captures the image's mood of quiet awe before an infinite starry sky. The semantic and emotional alignment is nearly perfect, with the poem's themes of vastness, wonder, and spiritual contemplation resonating deeply with the image's visual composition and atmospheric tone."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,mode_content,1430,Minding Rites,David Yezzi,0.5,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",2,3,2,"The poem focuses on a domestic relationship narrative involving flowers and ritual, while the image depicts two men in business attire walking through an urban alley at night. There is minimal semantic overlap in visible content or setting. The emotional tones partially align—both convey introspection and melancholy—but the poem's intimate domestic reflection contrasts with the image's urban, secretive, cinematic atmosphere. The pairing feels disconnected rather than meaningfully resonant."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,mode_mood,865,Inventing a Horse,Meghan O'Rourke,0.6620880039191767,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is entirely about inventing and caring for a horse, with no connection to the image's visible content: an urban alley at night with two people in business attire, bicycles, Asian signage, and neon lights. While both the image and poem explore themes of care and presence, the semantic disconnect is complete—horses, rural settings, and pastoral imagery bear no relationship to this urban nighttime scene."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,mode_balanced,1430,Minding Rites,David Yezzi,0.4,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",2,3,2,"The poem focuses on a domestic relationship narrative involving flowers and ritual, while the image depicts two men in business attire walking through an urban alley at night—visually and contextually quite different. The poem's emotional tone of regret and lost intimacy somewhat aligns with the image's secretive, somber atmosphere, but the semantic content (marriage, flowers, domestic devotion) bears little connection to the urban scene and its apparent subjects."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,mode_creative,8647,Song from Arcadia: “My True Love Hath My Heart”,Sir Philip Sidney,0.2076442762101871,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",1,2,1,"The poem is a Renaissance love sonnet about romantic devotion and emotional exchange between lovers, while the image depicts two men in business attire walking through an urban alley at night—a scene suggesting professional companionship, secrecy, or urban intrigue. There is minimal semantic overlap in content, objects, or setting. While both involve human connection, the poem's intimate romantic focus and the image's cinematic, potentially clandestine urban atmosphere are fundamentally misaligned."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,rerank_retrieve,1430,Minding Rites,David Yezzi,0.6345044173813137,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,2,3,2,"The poem focuses on a domestic relationship narrative involving flowers and ritual, while the image depicts two men in business attire walking through an urban alley at night—visually and thematically quite distinct. The poem's intimate, reflective tone about marriage and devotion shares some emotional weight with the image's secretive, cinematic atmosphere, but the specific content (flowers, domestic ritual, romantic relationship) does not match the urban, professional setting and ambiguous relationship between the two figures shown."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,mode_content,2204,Untitled,James Baldwin,0.7092205889841805,"parallel_retrieve mode='content' with weights: T1=0.50, T2=0.30, T3=0.15, T4=0.05",4,5,4,"The poem directly addresses falling water and light, matching the image's central waterfall subject matter. The emotional tone of contemplation, vulnerability, and being overwhelmed by natural forces aligns perfectly with the serene yet majestic mood of the hidden waterfall. The poem's introspective quality resonates with the image's secluded, contemplative atmosphere, though the poem's existential struggle adds a layer of complexity beyond pure landscape description."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,mode_mood,8681,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 126,"Alfred, Lord Tennyson",0.6,"parallel_retrieve mode='mood' with weights: T1=0.15, T2=0.10, T3=0.60, T4=0.15",1,2,1,"The poem is a Victorian elegy about love and loss with no connection to the image's natural landscape, waterfall, or forest setting. While the poem conveys contemplative emotion, it addresses grief and spiritual devotion rather than the serene, majestic qualities of a hidden waterfall. The pairing lacks meaningful semantic or thematic resonance between the visual and textual elements."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,mode_balanced,2204,Untitled,James Baldwin,0.5031061189161148,"parallel_retrieve mode='balanced' with weights: T1=0.40, T2=0.20, T3=0.30, T4=0.10",4,5,4,"The poem directly addresses falling water and light, matching the image's central waterfall subject matter. The emotional tone of contemplation, vulnerability, and being overwhelmed by natural forces aligns perfectly with the serene yet majestic mood of the hidden waterfall. The pairing creates a compelling tension between the waterfall's beauty and its overwhelming power, resonating deeply with the image's secluded, introspective atmosphere."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,mode_creative,2406,Practical Green Table,Mark McMorris,0.21557168793426057,"parallel_retrieve mode='creative' with weights: T1=0.05, T2=0.05, T3=0.55, T4=0.35",2,2,2,"The poem contains minimal concrete imagery matching the waterfall scene—only a passing reference to 'dolphin out of the sea' and 'land as practical and green' tangentially relate to nature. The poem is primarily abstract and meta-textual, focused on writing, elegies, and textual form rather than the serene, majestic forest waterfall depicted. While both image and poem engage with contemplation, the poem's intellectual, domestic tone (kitchen table, writing space) fundamentally misaligns with the hidden waterfall's secluded natural majesty."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,rerank_retrieve,880,Little or Nothing,Ken Mikolowski,0.6953234202718184,Two-stage retrieve-then-rerank: Track 1 and Track 2 generate content candidates; Track 3 and Track 4 rescore those candidates for mood/emotional fit.,2,4,3,"The poem mentions trees and sky, which are present in the image, but completely omits the waterfall—the dominant visual subject. However, the poem's minimalist, contemplative tone and sense of vastness/mystery align well with the serene, secluded mood of the hidden waterfall. The pairing captures emotional resonance despite semantic mismatch on the primary subject."
